title,itinerary,cabin,segments,xp_total,price_eur,eur_per_xp,travel_dates,carrier,notes,pubdate_utc
AMS-HEL (Economy),AMS-HEL,Economy,3,15,662.56,44.17,2025-11-28 to 2025-12-05,SkyTeam,unfiltered,2025-11-27T06:43:38Z
AMS-HEL (Economy),AMS-HEL,Economy,3,15,683.87,45.59,2025-11-28 to 2025-12-05,SkyTeam,unfiltered,2025-11-27T06:43:38Z
AMS-HEL (Economy),AMS-HEL,Economy,3,15,683.87,45.59,2025-11-28 to 2025-12-05,SkyTeam,unfiltered,2025-11-27T06:43:38Z
AMS-HEL (Economy),AMS-HEL,Economy,3,15,683.87,45.59,2025-11-28 to 2025-12-05,SkyTeam,unfiltered,2025-11-27T06:43:38Z
AMS-HEL (Economy),AMS-HEL,Economy,2,10,580.33,58.03,2025-11-28 to 2025-12-05,SkyTeam,unfiltered,2025-11-27T06:43:38Z
AMS-HEL (Economy),AMS-HEL,Economy,2,10,580.33,58.03,2025-11-28 to 2025-12-05,SkyTeam,unfiltered,2025-11-27T06:43:38Z
AMS-HEL (Economy),AMS-HEL,Economy,2,10,580.33,58.03,2025-11-28 to 2025-12-05,SkyTeam,unfiltered,2025-11-27T06:43:38Z
DUS-TKU (Economy),DUS-TKU,Economy,6,30,1814.59,60.49,2025-11-28 to 2025-12-05,SkyTeam,unfiltered,2025-11-27T06:49:25Z
DUS-TKU (Economy),DUS-TKU,Economy,6,30,1814.59,60.49,2025-11-28 to 2025-12-05,SkyTeam,unfiltered,2025-11-27T06:49:25Z
AMS-HEL (Economy),AMS-HEL,Economy,2,10,617.33,61.73,2025-11-28 to 2025-12-05,SkyTeam,unfiltered,2025-11-27T06:43:38Z
AMS-HEL (Economy),AMS-HEL,Economy,2,10,617.33,61.73,2025-11-28 to 2025-12-05,SkyTeam,unfiltered,2025-11-27T06:43:38Z
AMS-HEL (Economy),AMS-HEL,Economy,2,10,617.33,61.73,2025-11-28 to 2025-12-05,SkyTeam,unfiltered,2025-11-27T06:43:38Z
DUS-HEL (Economy),DUS-HEL,Economy,4,20,1273.25,63.66,2025-11-27 to 2025-12-05,SkyTeam,unfiltered,2025-11-27T06:47:19Z
DUS-HEL (Economy),DUS-HEL,Economy,4,20,1273.25,63.66,2025-11-27 to 2025-12-05,SkyTeam,unfiltered,2025-11-27T06:47:19Z
DUS-HEL (Economy),DUS-HEL,Economy,4,20,1273.25,63.66,2025-11-27 to 2025-12-05,SkyTeam,unfiltered,2025-11-27T06:47:19Z
DUS-HEL (Economy),DUS-HEL,Economy,4,20,1273.25,63.66,2025-11-27 to 2025-12-05,SkyTeam,unfiltered,2025-11-27T06:47:19Z
DUS-HEL (Economy),DUS-HEL,Economy,4,20,1273.25,63.66,2025-11-27 to 2025-12-05,SkyTeam,unfiltered,2025-11-27T06:47:19Z
DUS-HEL (Economy),DUS-HEL,Economy,4,20,1273.25,63.66,2025-11-27 to 2025-12-05,SkyTeam,unfiltered,2025-11-27T06:47:19Z
DUS-HEL (Economy),DUS-HEL,Economy,4,20,1273.25,63.66,2025-11-27 to 2025-12-05,SkyTeam,unfiltered,2025-11-27T06:47:19Z
DUS-HEL (Economy),DUS-HEL,Economy,4,20,1273.25,63.66,2025-11-27 to 2025-12-05,SkyTeam,unfiltered,2025-11-27T06:47:19Z
DUS-HEL (Economy),DUS-HEL,Economy,4,20,1273.25,63.66,2025-11-27 to 2025-12-05,SkyTeam,unfiltered,2025-11-27T06:47:19Z
DUS-HEL (Economy),DUS-HEL,Economy,4,20,1273.25,63.66,2025-11-28 to 2025-12-05,SkyTeam,unfiltered,2025-11-27T06:47:29Z
